entity_type,entity_id,alert_timestamp,alert_type,alert_message,severity,status
TRANSFORMER,TR-01-01,2026-01-03 11:00:00,HIGH_LOSS,Loss percent 17.78% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-03 15:00:00,HIGH_LOSS,Loss percent 12.90% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-03 16:00:00,HIGH_LOSS,Loss percent 17.23% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-03 17:00:00,HIGH_LOSS,Loss percent 43.56% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-03 19:00:00,HIGH_LOSS,Loss percent 13.85% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-03 20:00:00,HIGH_LOSS,Loss percent 16.18% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-03 21:00:00,HIGH_LOSS,Loss percent 17.77% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-03 22:00:00,HIGH_LOSS,Loss percent 15.68% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 01:00:00,HIGH_LOSS,Loss percent 16.31% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 02:00:00,HIGH_LOSS,Loss percent 16.29% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 03:00:00,HIGH_LOSS,Loss percent 12.34% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 07:00:00,HIGH_LOSS,Loss percent 25.05% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 08:00:00,HIGH_LOSS,Loss percent 31.80% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 10:00:00,HIGH_LOSS,Loss percent 17.87% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 13:00:00,HIGH_LOSS,Loss percent 17.46% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 14:00:00,HIGH_LOSS,Loss percent 15.85% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 15:00:00,HIGH_LOSS,Loss percent 13.83% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 17:00:00,HIGH_LOSS,Loss percent 19.56% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 18:00:00,HIGH_LOSS,Loss percent 16.39% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 20:00:00,HIGH_LOSS,Loss percent 16.36% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-04 21:00:00,HIGH_LOSS,Loss percent 16.36% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 01:00:00,HIGH_LOSS,Loss percent 39.06% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 02:00:00,HIGH_LOSS,Loss percent 15.37% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 03:00:00,HIGH_LOSS,Loss percent 13.35% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 04:00:00,HIGH_LOSS,Loss percent 26.40% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 05:00:00,HIGH_LOSS,Loss percent 17.69% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 10:00:00,HIGH_LOSS,Loss percent 13.75% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 11:00:00,HIGH_LOSS,Loss percent 15.89% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 13:00:00,HIGH_LOSS,Loss percent 13.53% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 14:00:00,HIGH_LOSS,Loss percent 35.00% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 15:00:00,HIGH_LOSS,Loss percent 25.81% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 19:00:00,HIGH_LOSS,Loss percent 22.11% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 20:00:00,HIGH_LOSS,Loss percent 29.49% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 22:00:00,HIGH_LOSS,Loss percent 20.24% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-05 23:00:00,HIGH_LOSS,Loss percent 13.35% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 01:00:00,HIGH_LOSS,Loss percent 13.46% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 04:00:00,HIGH_LOSS,Loss percent 13.49% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 07:00:00,HIGH_LOSS,Loss percent 33.50% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 08:00:00,HIGH_LOSS,Loss percent 14.50% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 09:00:00,HIGH_LOSS,Loss percent 32.43% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 12:00:00,HIGH_LOSS,Loss percent 16.33% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 17:00:00,HIGH_LOSS,Loss percent 13.63% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 18:00:00,HIGH_LOSS,Loss percent 13.89% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 20:00:00,HIGH_LOSS,Loss percent 15.43% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 21:00:00,HIGH_LOSS,Loss percent 17.91% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-06 23:00:00,HIGH_LOSS,Loss percent 14.80% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 00:00:00,HIGH_LOSS,Loss percent 15.26% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 01:00:00,HIGH_LOSS,Loss percent 12.63% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 02:00:00,HIGH_LOSS,Loss percent 18.95% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 03:00:00,HIGH_LOSS,Loss percent 14.03% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 05:00:00,HIGH_LOSS,Loss percent 34.49% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 06:00:00,HIGH_LOSS,Loss percent 15.61% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 08:00:00,HIGH_LOSS,Loss percent 16.07% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 10:00:00,HIGH_LOSS,Loss percent 14.58% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 12:00:00,HIGH_LOSS,Loss percent 17.54% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 15:00:00,HIGH_LOSS,Loss percent 13.11% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 16:00:00,HIGH_LOSS,Loss percent 12.27% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 17:00:00,HIGH_LOSS,Loss percent 20.54% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 18:00:00,HIGH_LOSS,Loss percent 17.81% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-01,2026-01-07 19:00:00,HIGH_LOSS,Loss percent 33.84% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 00:00:00,HIGH_LOSS,Loss percent 18.27% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 05:00:00,HIGH_LOSS,Loss percent 16.57% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 06:00:00,HIGH_LOSS,Loss percent 14.44% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 07:00:00,HIGH_LOSS,Loss percent 12.94% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 08:00:00,HIGH_LOSS,Loss percent 21.18% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 13:00:00,HIGH_LOSS,Loss percent 24.01% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 15:00:00,HIGH_LOSS,Loss percent 13.70% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 16:00:00,HIGH_LOSS,Loss percent 17.92% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 17:00:00,HIGH_LOSS,Loss percent 14.91% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 19:00:00,HIGH_LOSS,Loss percent 17.27% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 20:00:00,HIGH_LOSS,Loss percent 14.85% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 21:00:00,HIGH_LOSS,Loss percent 33.39% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-01 22:00:00,HIGH_LOSS,Loss percent 13.26% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 00:00:00,HIGH_LOSS,Loss percent 16.15% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 02:00:00,HIGH_LOSS,Loss percent 16.42% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 03:00:00,HIGH_LOSS,Loss percent 29.18% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 04:00:00,HIGH_LOSS,Loss percent 27.09% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 05:00:00,HIGH_LOSS,Loss percent 15.03% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 08:00:00,HIGH_LOSS,Loss percent 12.57% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 09:00:00,HIGH_LOSS,Loss percent 15.67% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 10:00:00,HIGH_LOSS,Loss percent 15.70% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 11:00:00,HIGH_LOSS,Loss percent 13.69% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 13:00:00,HIGH_LOSS,Loss percent 17.90% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 14:00:00,HIGH_LOSS,Loss percent 12.08% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 15:00:00,HIGH_LOSS,Loss percent 17.20% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 16:00:00,HIGH_LOSS,Loss percent 16.89% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 18:00:00,HIGH_LOSS,Loss percent 24.47% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 19:00:00,HIGH_LOSS,Loss percent 13.04% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 21:00:00,HIGH_LOSS,Loss percent 22.64% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 22:00:00,HIGH_LOSS,Loss percent 15.20% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-02 23:00:00,HIGH_LOSS,Loss percent 17.15% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 00:00:00,HIGH_LOSS,Loss percent 19.76% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 02:00:00,HIGH_LOSS,Loss percent 26.58% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 03:00:00,HIGH_LOSS,Loss percent 25.03% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 04:00:00,HIGH_LOSS,Loss percent 30.09% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 05:00:00,HIGH_LOSS,Loss percent 13.17% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 07:00:00,HIGH_LOSS,Loss percent 16.73% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 09:00:00,HIGH_LOSS,Loss percent 13.26% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 12:00:00,HIGH_LOSS,Loss percent 16.73% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 16:00:00,HIGH_LOSS,Loss percent 26.83% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 18:00:00,HIGH_LOSS,Loss percent 19.81% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-03 22:00:00,HIGH_LOSS,Loss percent 15.20% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 00:00:00,HIGH_LOSS,Loss percent 14.15% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 02:00:00,HIGH_LOSS,Loss percent 21.02% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 04:00:00,HIGH_LOSS,Loss percent 12.40% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 05:00:00,HIGH_LOSS,Loss percent 21.72% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 06:00:00,HIGH_LOSS,Loss percent 12.48% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 07:00:00,HIGH_LOSS,Loss percent 25.01% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 08:00:00,HIGH_LOSS,Loss percent 25.48% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 09:00:00,HIGH_LOSS,Loss percent 13.30% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 12:00:00,HIGH_LOSS,Loss percent 16.17% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 13:00:00,HIGH_LOSS,Loss percent 34.26% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 15:00:00,HIGH_LOSS,Loss percent 18.48% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 17:00:00,HIGH_LOSS,Loss percent 24.42% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 18:00:00,HIGH_LOSS,Loss percent 21.75% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 20:00:00,HIGH_LOSS,Loss percent 14.85% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 21:00:00,HIGH_LOSS,Loss percent 16.31% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 22:00:00,HIGH_LOSS,Loss percent 15.78% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-04 23:00:00,HIGH_LOSS,Loss percent 12.11% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 01:00:00,HIGH_LOSS,Loss percent 17.24% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 03:00:00,HIGH_LOSS,Loss percent 12.55% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 04:00:00,HIGH_LOSS,Loss percent 14.21% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 08:00:00,HIGH_LOSS,Loss percent 21.26% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 11:00:00,HIGH_LOSS,Loss percent 24.50% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 13:00:00,HIGH_LOSS,Loss percent 19.77% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 14:00:00,HIGH_LOSS,Loss percent 15.63% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 18:00:00,HIGH_LOSS,Loss percent 14.53% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-05 22:00:00,HIGH_LOSS,Loss percent 23.13% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 03:00:00,HIGH_LOSS,Loss percent 15.32% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 04:00:00,HIGH_LOSS,Loss percent 17.39% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 05:00:00,HIGH_LOSS,Loss percent 13.24% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 06:00:00,HIGH_LOSS,Loss percent 16.28% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 07:00:00,HIGH_LOSS,Loss percent 15.20% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 08:00:00,HIGH_LOSS,Loss percent 14.36% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 12:00:00,HIGH_LOSS,Loss percent 27.31% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 14:00:00,HIGH_LOSS,Loss percent 13.82% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 18:00:00,HIGH_LOSS,Loss percent 14.81% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 20:00:00,HIGH_LOSS,Loss percent 17.28% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-06 21:00:00,HIGH_LOSS,Loss percent 15.11% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 01:00:00,HIGH_LOSS,Loss percent 14.14% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 03:00:00,HIGH_LOSS,Loss percent 31.03% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 04:00:00,HIGH_LOSS,Loss percent 16.88% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 06:00:00,HIGH_LOSS,Loss percent 25.05% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 07:00:00,HIGH_LOSS,Loss percent 19.16% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 10:00:00,HIGH_LOSS,Loss percent 19.96% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 14:00:00,HIGH_LOSS,Loss percent 18.62% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 15:00:00,HIGH_LOSS,Loss percent 17.99% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 22:00:00,HIGH_LOSS,Loss percent 25.60% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-02,2026-01-07 23:00:00,HIGH_LOSS,Loss percent 33.86% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 02:00:00,HIGH_LOSS,Loss percent 14.94% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 03:00:00,HIGH_LOSS,Loss percent 20.69% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 04:00:00,HIGH_LOSS,Loss percent 30.20% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 06:00:00,HIGH_LOSS,Loss percent 17.76% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 07:00:00,HIGH_LOSS,Loss percent 20.31% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 08:00:00,HIGH_LOSS,Loss percent 17.74% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 11:00:00,HIGH_LOSS,Loss percent 40.92% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 14:00:00,HIGH_LOSS,Loss percent 12.91% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 18:00:00,HIGH_LOSS,Loss percent 45.54% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 20:00:00,HIGH_LOSS,Loss percent 21.99% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 21:00:00,HIGH_LOSS,Loss percent 15.03% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-01 22:00:00,HIGH_LOSS,Loss percent 21.78% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-02 00:00:00,HIGH_LOSS,Loss percent 12.22% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-02 02:00:00,HIGH_LOSS,Loss percent 17.00% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-02 03:00:00,HIGH_LOSS,Loss percent 13.86% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-02 04:00:00,HIGH_LOSS,Loss percent 29.54% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-02 06:00:00,HIGH_LOSS,Loss percent 22.96% exceeds 12.00%.,HIGH,OPEN
TRANSFORMER,TR-01-03,2026-01-02 07:00:00,HIGH_LOSS,Loss percent 46.20% exceeds 12.00%.,HIGH,OPEN
