transformer_id,reading_timestamp,input_energy_kwh,quality_flag,source
TR-01-01,2026-01-05 07:00:00,46.0194,OK,synthetic
TR-01-01,2026-01-05 08:00:00,46.4298,OK,synthetic
TR-01-01,2026-01-05 09:00:00,56.8915,OK,synthetic
TR-01-01,2026-01-05 10:00:00,65.4882,OK,synthetic
TR-01-01,2026-01-05 11:00:00,55.6029,OK,synthetic
TR-01-01,2026-01-05 12:00:00,55.5889,OK,synthetic
TR-01-01,2026-01-05 13:00:00,53.0704,OK,synthetic
TR-01-01,2026-01-05 14:00:00,61.528,OK,synthetic
TR-01-01,2026-01-05 15:00:00,59.1376,OK,synthetic
TR-01-01,2026-01-05 16:00:00,59.4599,OK,synthetic
TR-01-01,2026-01-05 17:00:00,54.51,OK,synthetic
TR-01-01,2026-01-05 18:00:00,84.2492,OK,synthetic
TR-01-01,2026-01-05 19:00:00,76.7738,OK,synthetic
TR-01-01,2026-01-05 20:00:00,79.638,OK,synthetic
TR-01-01,2026-01-05 21:00:00,71.9917,OK,synthetic
TR-01-01,2026-01-05 22:00:00,74.8663,OK,synthetic
TR-01-01,2026-01-05 23:00:00,44.4968,OK,synthetic
TR-01-01,2026-01-06 00:00:00,25.7588,OK,synthetic
TR-01-01,2026-01-06 01:00:00,26.7683,OK,synthetic
TR-01-01,2026-01-06 02:00:00,24.3604,OK,synthetic
TR-01-01,2026-01-06 03:00:00,23.9237,OK,synthetic
TR-01-01,2026-01-06 04:00:00,28.5185,OK,synthetic
TR-01-01,2026-01-06 05:00:00,25.9047,OK,synthetic
TR-01-01,2026-01-06 06:00:00,48.9965,OK,synthetic
TR-01-01,2026-01-06 07:00:00,50.6181,OK,synthetic
TR-01-01,2026-01-06 08:00:00,48.1749,OK,synthetic
TR-01-01,2026-01-06 09:00:00,58.3125,OK,synthetic
TR-01-01,2026-01-06 10:00:00,56.9236,OK,synthetic
TR-01-01,2026-01-06 11:00:00,52.1037,OK,synthetic
TR-01-01,2026-01-06 12:00:00,63.7567,OK,synthetic
TR-01-01,2026-01-06 13:00:00,52.8968,OK,synthetic
TR-01-01,2026-01-06 14:00:00,55.2363,OK,synthetic
TR-01-01,2026-01-06 15:00:00,55.7023,OK,synthetic
TR-01-01,2026-01-06 16:00:00,55.6748,OK,synthetic
TR-01-01,2026-01-06 17:00:00,62.9228,OK,synthetic
TR-01-01,2026-01-06 18:00:00,83.0001,OK,synthetic
TR-01-01,2026-01-06 19:00:00,73.3348,OK,synthetic
TR-01-01,2026-01-06 20:00:00,75.1714,OK,synthetic
TR-01-01,2026-01-06 21:00:00,84.8101,OK,synthetic
TR-01-01,2026-01-06 22:00:00,70.9458,OK,synthetic
TR-01-01,2026-01-06 23:00:00,44.6833,OK,synthetic
TR-01-01,2026-01-07 00:00:00,25.9335,OK,synthetic
TR-01-01,2026-01-07 01:00:00,28.1756,OK,synthetic
TR-01-01,2026-01-07 02:00:00,28.9251,OK,synthetic
TR-01-01,2026-01-07 03:00:00,26.8229,OK,synthetic
TR-01-01,2026-01-07 04:00:00,25.1971,OK,synthetic
TR-01-01,2026-01-07 05:00:00,28.2608,OK,synthetic
TR-01-01,2026-01-07 06:00:00,46.2291,OK,synthetic
TR-01-01,2026-01-07 07:00:00,52.4067,OK,synthetic
TR-01-01,2026-01-07 08:00:00,50.345,OK,synthetic
TR-01-01,2026-01-07 09:00:00,57.6143,OK,synthetic
TR-01-01,2026-01-07 10:00:00,54.731,OK,synthetic
TR-01-01,2026-01-07 11:00:00,57.1142,OK,synthetic
TR-01-01,2026-01-07 12:00:00,63.9506,OK,synthetic
TR-01-01,2026-01-07 13:00:00,54.5986,OK,synthetic
TR-01-01,2026-01-07 14:00:00,52.236,OK,synthetic
TR-01-01,2026-01-07 15:00:00,59.8467,OK,synthetic
TR-01-01,2026-01-07 16:00:00,61.3778,OK,synthetic
TR-01-01,2026-01-07 17:00:00,59.7891,OK,synthetic
TR-01-01,2026-01-07 18:00:00,73.0544,OK,synthetic
TR-01-01,2026-01-07 19:00:00,78.7842,OK,synthetic
TR-01-01,2026-01-07 20:00:00,86.0712,OK,synthetic
TR-01-01,2026-01-07 21:00:00,73.9981,OK,synthetic
TR-01-01,2026-01-07 22:00:00,77.5682,OK,synthetic
TR-01-01,2026-01-07 23:00:00,39.8454,OK,synthetic
TR-01-02,2026-01-01 00:00:00,36.9616,OK,synthetic
TR-01-02,2026-01-01 01:00:00,31.9384,OK,synthetic
TR-01-02,2026-01-01 02:00:00,33.3476,OK,synthetic
TR-01-02,2026-01-01 03:00:00,30.6466,OK,synthetic
TR-01-02,2026-01-01 04:00:00,33.7281,OK,synthetic
TR-01-02,2026-01-01 05:00:00,34.0887,OK,synthetic
TR-01-02,2026-01-01 06:00:00,66.2418,OK,synthetic
TR-01-02,2026-01-01 07:00:00,59.7734,OK,synthetic
TR-01-02,2026-01-01 08:00:00,65.4538,OK,synthetic
TR-01-02,2026-01-01 09:00:00,72.8223,OK,synthetic
TR-01-02,2026-01-01 10:00:00,72.491,OK,synthetic
TR-01-02,2026-01-01 11:00:00,68.7178,OK,synthetic
TR-01-02,2026-01-01 12:00:00,73.3443,OK,synthetic
TR-01-02,2026-01-01 13:00:00,77.3639,OK,synthetic
TR-01-02,2026-01-01 14:00:00,69.7917,OK,synthetic
TR-01-02,2026-01-01 15:00:00,71.013,OK,synthetic
TR-01-02,2026-01-01 16:00:00,80.4646,OK,synthetic
TR-01-02,2026-01-01 17:00:00,79.3767,OK,synthetic
TR-01-02,2026-01-01 18:00:00,97.4923,OK,synthetic
TR-01-02,2026-01-01 19:00:00,108.7606,OK,synthetic
TR-01-02,2026-01-01 20:00:00,102.6882,OK,synthetic
TR-01-02,2026-01-01 21:00:00,108.9948,OK,synthetic
TR-01-02,2026-01-01 22:00:00,102.8124,OK,synthetic
TR-01-02,2026-01-01 23:00:00,53.4641,OK,synthetic
TR-01-02,2026-01-02 00:00:00,36.0702,OK,synthetic
TR-01-02,2026-01-02 01:00:00,32.1672,OK,synthetic
TR-01-02,2026-01-02 02:00:00,34.5699,OK,synthetic
TR-01-02,2026-01-02 03:00:00,36.8041,OK,synthetic
TR-01-02,2026-01-02 04:00:00,36.2951,OK,synthetic
TR-01-02,2026-01-02 05:00:00,36.1332,OK,synthetic
TR-01-02,2026-01-02 06:00:00,63.1105,OK,synthetic
TR-01-02,2026-01-02 07:00:00,63.7098,OK,synthetic
TR-01-02,2026-01-02 08:00:00,63.0425,OK,synthetic
TR-01-02,2026-01-02 09:00:00,80.5541,OK,synthetic
TR-01-02,2026-01-02 10:00:00,80.4233,OK,synthetic
TR-01-02,2026-01-02 11:00:00,73.4948,OK,synthetic
TR-01-02,2026-01-02 12:00:00,70.9705,OK,synthetic
TR-01-02,2026-01-02 13:00:00,78.0587,OK,synthetic
TR-01-02,2026-01-02 14:00:00,72.4572,OK,synthetic
TR-01-02,2026-01-02 15:00:00,77.3527,OK,synthetic
TR-01-02,2026-01-02 16:00:00,74.2478,OK,synthetic
TR-01-02,2026-01-02 17:00:00,72.6546,OK,synthetic
TR-01-02,2026-01-02 18:00:00,98.0875,OK,synthetic
TR-01-02,2026-01-02 19:00:00,98.3434,OK,synthetic
TR-01-02,2026-01-02 20:00:00,99.1118,OK,synthetic
TR-01-02,2026-01-02 21:00:00,102.3432,OK,synthetic
TR-01-02,2026-01-02 22:00:00,105.0703,OK,synthetic
TR-01-02,2026-01-02 23:00:00,53.456,OK,synthetic
TR-01-02,2026-01-03 00:00:00,32.6488,OK,synthetic
TR-01-02,2026-01-03 01:00:00,29.8359,OK,synthetic
TR-01-02,2026-01-03 02:00:00,30.7305,OK,synthetic
TR-01-02,2026-01-03 03:00:00,31.1147,OK,synthetic
TR-01-02,2026-01-03 04:00:00,31.149,OK,synthetic
TR-01-02,2026-01-03 05:00:00,32.0484,OK,synthetic
TR-01-02,2026-01-03 06:00:00,55.2206,OK,synthetic
TR-01-02,2026-01-03 07:00:00,62.828,OK,synthetic
TR-01-02,2026-01-03 08:00:00,55.2041,OK,synthetic
TR-01-02,2026-01-03 09:00:00,71.5936,OK,synthetic
TR-01-02,2026-01-03 10:00:00,64.1512,OK,synthetic
TR-01-02,2026-01-03 11:00:00,70.9423,OK,synthetic
TR-01-02,2026-01-03 12:00:00,71.7637,OK,synthetic
TR-01-02,2026-01-03 13:00:00,69.3673,OK,synthetic
TR-01-02,2026-01-03 14:00:00,69.1151,OK,synthetic
TR-01-02,2026-01-03 15:00:00,71.5029,OK,synthetic
TR-01-02,2026-01-03 16:00:00,66.4276,OK,synthetic
TR-01-02,2026-01-03 17:00:00,61.6079,OK,synthetic
TR-01-02,2026-01-03 18:00:00,85.4542,OK,synthetic
TR-01-02,2026-01-03 19:00:00,92.5419,OK,synthetic
TR-01-02,2026-01-03 20:00:00,91.075,OK,synthetic
TR-01-02,2026-01-03 21:00:00,91.0952,OK,synthetic
TR-01-02,2026-01-03 22:00:00,95.6723,OK,synthetic
TR-01-02,2026-01-03 23:00:00,49.0813,OK,synthetic
TR-01-02,2026-01-04 00:00:00,32.6635,OK,synthetic
TR-01-02,2026-01-04 01:00:00,28.039,OK,synthetic
TR-01-02,2026-01-04 02:00:00,29.8407,OK,synthetic
TR-01-02,2026-01-04 03:00:00,29.4649,OK,synthetic
TR-01-02,2026-01-04 04:00:00,30.435,OK,synthetic
TR-01-02,2026-01-04 05:00:00,32.3302,OK,synthetic
TR-01-02,2026-01-04 06:00:00,57.2681,OK,synthetic
TR-01-02,2026-01-04 07:00:00,54.8661,OK,synthetic
TR-01-02,2026-01-04 08:00:00,59.9545,OK,synthetic
TR-01-02,2026-01-04 09:00:00,66.7916,OK,synthetic
TR-01-02,2026-01-04 10:00:00,64.6512,OK,synthetic
TR-01-02,2026-01-04 11:00:00,64.3274,OK,synthetic
TR-01-02,2026-01-04 12:00:00,74.1105,OK,synthetic
TR-01-02,2026-01-04 13:00:00,71.1927,OK,synthetic
TR-01-02,2026-01-04 14:00:00,62.5407,OK,synthetic
TR-01-02,2026-01-04 15:00:00,76.6315,OK,synthetic
TR-01-02,2026-01-04 16:00:00,60.9043,OK,synthetic
TR-01-02,2026-01-04 17:00:00,69.1592,OK,synthetic
TR-01-02,2026-01-04 18:00:00,99.9512,OK,synthetic
TR-01-02,2026-01-04 19:00:00,85.0056,OK,synthetic
TR-01-02,2026-01-04 20:00:00,96.2254,OK,synthetic
TR-01-02,2026-01-04 21:00:00,90.0185,OK,synthetic
TR-01-02,2026-01-04 22:00:00,94.6947,OK,synthetic
TR-01-02,2026-01-04 23:00:00,51.0844,OK,synthetic
TR-01-02,2026-01-05 00:00:00,32.208,OK,synthetic
TR-01-02,2026-01-05 01:00:00,37.2788,OK,synthetic
TR-01-02,2026-01-05 02:00:00,31.9568,OK,synthetic
TR-01-02,2026-01-05 03:00:00,33.7335,OK,synthetic
TR-01-02,2026-01-05 04:00:00,30.287,OK,synthetic
TR-01-02,2026-01-05 05:00:00,33.6079,OK,synthetic
TR-01-02,2026-01-05 06:00:00,59.0423,OK,synthetic
TR-01-02,2026-01-05 07:00:00,61.8322,OK,synthetic
TR-01-02,2026-01-05 08:00:00,69.516,OK,synthetic
TR-01-02,2026-01-05 09:00:00,63.3291,OK,synthetic
TR-01-02,2026-01-05 10:00:00,73.6869,OK,synthetic
TR-01-02,2026-01-05 11:00:00,78.3926,OK,synthetic
TR-01-02,2026-01-05 12:00:00,74.0083,OK,synthetic
TR-01-02,2026-01-05 13:00:00,74.8536,OK,synthetic
TR-01-02,2026-01-05 14:00:00,77.7682,OK,synthetic
TR-01-02,2026-01-05 15:00:00,64.7948,OK,synthetic
TR-01-02,2026-01-05 16:00:00,72.93,OK,synthetic
TR-01-02,2026-01-05 17:00:00,71.0051,OK,synthetic
TR-01-02,2026-01-05 18:00:00,100.5094,OK,synthetic
TR-01-02,2026-01-05 19:00:00,92.7621,OK,synthetic
TR-01-02,2026-01-05 20:00:00,93.3568,OK,synthetic
TR-01-02,2026-01-05 21:00:00,98.5864,OK,synthetic
TR-01-02,2026-01-05 22:00:00,106.17,OK,synthetic
TR-01-02,2026-01-05 23:00:00,53.0392,OK,synthetic
TR-01-02,2026-01-06 00:00:00,31.4963,OK,synthetic
TR-01-02,2026-01-06 01:00:00,31.3875,OK,synthetic
TR-01-02,2026-01-06 02:00:00,33.309,OK,synthetic
TR-01-02,2026-01-06 03:00:00,32.6935,OK,synthetic
TR-01-02,2026-01-06 04:00:00,38.117,OK,synthetic
TR-01-02,2026-01-06 05:00:00,32.8894,OK,synthetic
TR-01-02,2026-01-06 06:00:00,63.9298,OK,synthetic
TR-01-02,2026-01-06 07:00:00,68.4073,OK,synthetic
TR-01-02,2026-01-06 08:00:00,68.6874,OK,synthetic
TR-01-02,2026-01-06 09:00:00,65.8604,OK,synthetic
TR-01-02,2026-01-06 10:00:00,67.9201,OK,synthetic
TR-01-02,2026-01-06 11:00:00,77.947,OK,synthetic
TR-01-02,2026-01-06 12:00:00,83.3451,OK,synthetic
TR-01-02,2026-01-06 13:00:00,69.5503,OK,synthetic
TR-01-02,2026-01-06 14:00:00,72.621,OK,synthetic
TR-01-02,2026-01-06 15:00:00,66.7011,OK,synthetic
TR-01-02,2026-01-06 16:00:00,76.5046,OK,synthetic
TR-01-02,2026-01-06 17:00:00,70.9583,OK,synthetic
TR-01-02,2026-01-06 18:00:00,106.2195,OK,synthetic
TR-01-02,2026-01-06 19:00:00,101.4977,OK,synthetic
TR-01-02,2026-01-06 20:00:00,110.1732,OK,synthetic
TR-01-02,2026-01-06 21:00:00,108.6883,OK,synthetic
TR-01-02,2026-01-06 22:00:00,102.7983,OK,synthetic
TR-01-02,2026-01-06 23:00:00,50.7216,OK,synthetic
TR-01-02,2026-01-07 00:00:00,33.8901,OK,synthetic
TR-01-02,2026-01-07 01:00:00,33.8343,OK,synthetic
TR-01-02,2026-01-07 02:00:00,31.167,OK,synthetic
TR-01-02,2026-01-07 03:00:00,35.6918,OK,synthetic
TR-01-02,2026-01-07 04:00:00,30.3887,OK,synthetic
TR-01-02,2026-01-07 05:00:00,34.5627,OK,synthetic
TR-01-02,2026-01-07 06:00:00,63.5694,OK,synthetic
TR-01-02,2026-01-07 07:00:00,67.9172,OK,synthetic
TR-01-02,2026-01-07 08:00:00,55.5409,OK,synthetic
TR-01-02,2026-01-07 09:00:00,71.8289,OK,synthetic
TR-01-02,2026-01-07 10:00:00,78.6554,OK,synthetic
TR-01-02,2026-01-07 11:00:00,75.1913,OK,synthetic
TR-01-02,2026-01-07 12:00:00,69.9028,OK,synthetic
TR-01-02,2026-01-07 13:00:00,74.4606,OK,synthetic
TR-01-02,2026-01-07 14:00:00,73.8483,OK,synthetic
TR-01-02,2026-01-07 15:00:00,81.081,OK,synthetic
TR-01-02,2026-01-07 16:00:00,69.5136,OK,synthetic
TR-01-02,2026-01-07 17:00:00,72.9481,OK,synthetic
TR-01-02,2026-01-07 18:00:00,97.3121,OK,synthetic
TR-01-02,2026-01-07 19:00:00,91.9282,OK,synthetic
TR-01-02,2026-01-07 20:00:00,95.7898,OK,synthetic
TR-01-02,2026-01-07 21:00:00,96.8598,OK,synthetic
TR-01-02,2026-01-07 22:00:00,108.7445,OK,synthetic
TR-01-02,2026-01-07 23:00:00,60.14,OK,synthetic
TR-01-03,2026-01-01 00:00:00,16.0938,OK,synthetic
TR-01-03,2026-01-01 01:00:00,15.7552,OK,synthetic
TR-01-03,2026-01-01 02:00:00,17.0184,OK,synthetic
TR-01-03,2026-01-01 03:00:00,16.5214,OK,synthetic
TR-01-03,2026-01-01 04:00:00,16.346,OK,synthetic
TR-01-03,2026-01-01 05:00:00,14.6398,OK,synthetic
TR-01-03,2026-01-01 06:00:00,33.0516,OK,synthetic
TR-01-03,2026-01-01 07:00:00,31.2647,OK,synthetic
TR-01-03,2026-01-01 08:00:00,33.371,OK,synthetic
TR-01-03,2026-01-01 09:00:00,33.8599,OK,synthetic
TR-01-03,2026-01-01 10:00:00,32.8512,OK,synthetic
TR-01-03,2026-01-01 11:00:00,33.8154,OK,synthetic
TR-01-03,2026-01-01 12:00:00,33.3943,OK,synthetic
TR-01-03,2026-01-01 13:00:00,34.2843,OK,synthetic
TR-01-03,2026-01-01 14:00:00,35.9836,OK,synthetic
TR-01-03,2026-01-01 15:00:00,35.2972,OK,synthetic
TR-01-03,2026-01-01 16:00:00,34.2887,OK,synthetic
TR-01-03,2026-01-01 17:00:00,36.8671,OK,synthetic
TR-01-03,2026-01-01 18:00:00,48.5967,OK,synthetic
TR-01-03,2026-01-01 19:00:00,43.6047,OK,synthetic
TR-01-03,2026-01-01 20:00:00,49.317,OK,synthetic
TR-01-03,2026-01-01 21:00:00,48.5705,OK,synthetic
TR-01-03,2026-01-01 22:00:00,54.9078,OK,synthetic
TR-01-03,2026-01-01 23:00:00,26.1598,OK,synthetic
TR-01-03,2026-01-02 00:00:00,14.2966,OK,synthetic
TR-01-03,2026-01-02 01:00:00,16.618,OK,synthetic
TR-01-03,2026-01-02 02:00:00,16.9589,OK,synthetic
TR-01-03,2026-01-02 03:00:00,16.5943,OK,synthetic
TR-01-03,2026-01-02 04:00:00,18.3333,OK,synthetic
TR-01-03,2026-01-02 05:00:00,15.7055,OK,synthetic
TR-01-03,2026-01-02 06:00:00,30.4447,OK,synthetic
TR-01-03,2026-01-02 07:00:00,32.684,OK,synthetic
TR-01-03,2026-01-02 08:00:00,30.5505,OK,synthetic
TR-01-03,2026-01-02 09:00:00,34.3518,OK,synthetic
TR-01-03,2026-01-02 10:00:00,41.2076,OK,synthetic
TR-01-03,2026-01-02 11:00:00,31.6856,OK,synthetic
TR-01-03,2026-01-02 12:00:00,37.948,OK,synthetic
TR-01-03,2026-01-02 13:00:00,37.2291,OK,synthetic
TR-01-03,2026-01-02 14:00:00,33.7732,OK,synthetic
TR-01-03,2026-01-02 15:00:00,35.805,OK,synthetic
TR-01-03,2026-01-02 16:00:00,35.5778,OK,synthetic
TR-01-03,2026-01-02 17:00:00,33.516,OK,synthetic
TR-01-03,2026-01-02 18:00:00,45.4508,OK,synthetic
TR-01-03,2026-01-02 19:00:00,53.3269,OK,synthetic
TR-01-03,2026-01-02 20:00:00,44.7435,OK,synthetic
TR-01-03,2026-01-02 21:00:00,46.7834,OK,synthetic
TR-01-03,2026-01-02 22:00:00,52.6834,OK,synthetic
TR-01-03,2026-01-02 23:00:00,29.9541,OK,synthetic
TR-01-03,2026-01-03 00:00:00,14.9008,OK,synthetic
TR-01-03,2026-01-03 01:00:00,15.0362,OK,synthetic
TR-01-03,2026-01-03 02:00:00,15.5922,OK,synthetic
TR-01-03,2026-01-03 03:00:00,15.626,OK,synthetic
TR-01-03,2026-01-03 04:00:00,16.12,OK,synthetic
TR-01-03,2026-01-03 05:00:00,14.8387,OK,synthetic
TR-01-03,2026-01-03 06:00:00,28.6148,OK,synthetic
TR-01-03,2026-01-03 07:00:00,25.025,OK,synthetic
TR-01-03,2026-01-03 08:00:00,27.26,OK,synthetic
TR-01-03,2026-01-03 09:00:00,35.629,OK,synthetic
TR-01-03,2026-01-03 10:00:00,35.9674,OK,synthetic
TR-01-03,2026-01-03 11:00:00,35.3812,OK,synthetic
TR-01-03,2026-01-03 12:00:00,30.5188,OK,synthetic
TR-01-03,2026-01-03 13:00:00,32.0971,OK,synthetic
TR-01-03,2026-01-03 14:00:00,34.6832,OK,synthetic
TR-01-03,2026-01-03 15:00:00,31.7455,OK,synthetic
TR-01-03,2026-01-03 16:00:00,31.7281,OK,synthetic
TR-01-03,2026-01-03 17:00:00,31.1886,OK,synthetic
TR-01-03,2026-01-03 18:00:00,40.9004,OK,synthetic
TR-01-03,2026-01-03 19:00:00,48.2358,OK,synthetic
TR-01-03,2026-01-03 20:00:00,43.2119,OK,synthetic
TR-01-03,2026-01-03 21:00:00,42.5581,OK,synthetic
TR-01-03,2026-01-03 22:00:00,40.8529,OK,synthetic
TR-01-03,2026-01-03 23:00:00,27.5458,OK,synthetic
TR-01-03,2026-01-04 00:00:00,15.422,OK,synthetic
TR-01-03,2026-01-04 01:00:00,13.9243,OK,synthetic
TR-01-03,2026-01-04 02:00:00,14.8651,OK,synthetic
TR-01-03,2026-01-04 03:00:00,14.1396,OK,synthetic
TR-01-03,2026-01-04 04:00:00,15.2821,OK,synthetic
TR-01-03,2026-01-04 05:00:00,15.0471,OK,synthetic
TR-01-03,2026-01-04 06:00:00,30.1777,OK,synthetic
TR-01-03,2026-01-04 07:00:00,30.4161,OK,synthetic
TR-01-03,2026-01-04 08:00:00,28.9088,OK,synthetic
TR-01-03,2026-01-04 09:00:00,27.3559,OK,synthetic
TR-01-03,2026-01-04 10:00:00,28.8193,OK,synthetic
TR-01-03,2026-01-04 11:00:00,35.2416,OK,synthetic
TR-01-03,2026-01-04 12:00:00,33.5483,OK,synthetic
TR-01-03,2026-01-04 13:00:00,32.5047,OK,synthetic
TR-01-03,2026-01-04 14:00:00,31.36,OK,synthetic
TR-01-03,2026-01-04 15:00:00,32.6343,OK,synthetic
